9650000,37.5288585,139.8990551,福島県,会津若松市,以下に掲載がない場合
9650031,37.5011788,139.9357653,福島県,会津若松市,相生町
9650032,37.5004138,139.9387411,福島県,会津若松市,旭町
9650012,37.5189129,139.9481825,福島県,会津若松市,居合町
9650007,37.5027414,139.9500282,福島県,会津若松市,飯盛
9650055,37.5082023,139.9273698,福島県,会津若松市,石堂町
9650002,37.5111099,139.9803785,福島県,会津若松市,一箕町金堀
9650005,37.51821839999999,139.9395264,福島県,会津若松市,一箕町亀賀
9650006,37.5254546,139.9378925,福島県,会津若松市,一箕町鶴賀
9650001,37.5290696,139.9579111,福島県,会津若松市,一箕町松長
9650004,37.5044674,139.9471611,福島県,会津若松市,一箕町八角
9650003,37.5122315,139.9609036,福島県,会津若松市,一箕町八幡
9650059,37.52440929999999,139.9144892,福島県,会津若松市,インター西
9650034,37.4982934,139.9342149,福島県,会津若松市,上町
9650041,37.5056987,139.9295378,福島県,会津若松市,駅前町
9650873,37.4890133,139.9301067,福島県,会津若松市,追手町
9650025,37.5137666,139.9341228,福島県,会津若松市,扇町
9650014,37.5152255,139.9502159,福島県,会津若松市,大塚
9695147,37.36396149999999,139.9008172,福島県,会津若松市,大戸町芦牧
9695111,37.4316545,139.9150842,福島県,会津若松市,大戸町石村
9695133,37.34040570000001,139.9315639,福島県,会津若松市,大戸町大川
9695141,37.3880903,139.9283604,福島県,会津若松市,大戸町小谷川端
9695142,37.3919409,139.9225945,福島県,会津若松市,大戸町小谷坂下
9695144,37.3849231,139.9136264,福島県,会津若松市,大戸町小谷西村
9695143,37.3827415,139.9241961,福島県,会津若松市,大戸町小谷原
9695145,37.3763523,139.9174697,福島県,会津若松市,大戸町小谷平沢
9695146,37.3718491,139.9174697,福島県,会津若松市,大戸町小谷湯ノ平
9695114,37.4115938,139.9238758,福島県,会津若松市,大戸町上雨屋
9695132,37.3674356,139.9315639,福島県,会津若松市,大戸町上小塩
9695123,37.3887418,139.9341269,福島県,会津若松市,大戸町上三寄大豆田
9695122,37.3992218,139.9405347,福島県,会津若松市,大戸町上三寄乙
9695122,37.3992218,139.9405347,福島県,会津若松市,大戸町上三寄香塩
9695123,37.3887418,139.9341269,福島県,会津若松市,大戸町上三寄丙
9695121,37.4051062,139.9328454,福島県,会津若松市,大戸町上三寄南原
9695112,37.421944,139.9188835,福島県,会津若松市,大戸町下雨屋
9695131,37.3594621,139.9674551,福島県,会津若松市,大戸町高川
9695113,37.4188171,139.9181103,福島県,会津若松市,大戸町宮内
9650042,37.5016308,139.9278544,福島県,会津若松市,大町
9650851,37.49248619999999,139.9109038,福島県,会津若松市,御旗町
9650831,37.4819246,139.9293077,福島県,会津若松市,表町
9650802,37.4925059,139.9366236,福島県,会津若松市,徒之町
9650056,37.5049333,139.9221015,福島県,会津若松市,金川町
9693461,37.5512112,139.9457058,福島県,会津若松市,河東町浅山
9693411,37.569324,139.9207643,福島県,会津若松市,河東町大田原
9693401,37.5744799,139.9139824,福島県,会津若松市,河東町岡田
9693462,37.5396533,139.9394955,福島県,会津若松市,河東町金田
9693421,37.562217,139.919965,福島県,会津若松市,河東町熊野堂
9693463,37.5328318,139.9338222,福島県,会津若松市,河東町倉橋
9693464,37.54755249999999,139.9575539,福島県,会津若松市,河東町工業団地
9693422,37.56598,139.9375621,福島県,会津若松市,河東町広野
9693481,37.5528823,139.9164626,福島県,会津若松市,河東町郡山
9693482,37.55625879999999,139.9094834,福島県,会津若松市,河東町谷沢
9693451,37.5344843,139.9879436,福島県,会津若松市,河東町八田
9693431,37.5629129,139.9494821,福島県,会津若松市,河東町東長原
9693471,37.5461287,139.9304175,福島県,会津若松市,河東町広田
9693402,37.5762197,139.9043617,福島県,会津若松市,河東町福島
9693441,37.55664489999999,139.9340558,福島県,会津若松市,河東町南高野
9693412,37.5655572,139.9031666,福島県,会津若松市,河東町代田
9650865,37.4868227,139.9163904,福島県,会津若松市,川原町
9696002,37.4800177,139.8580819,福島県,会津若松市,北会津町麻生新田
9650113,37.508725,139.8551456,福島県,会津若松市,北会津町安良田
9650118,37.51547770000001,139.862022,福島県,会津若松市,北会津町石原
9650107,37.5266035,139.8546791,福島県,会津若松市,北会津町和泉
9650116,37.52023399999999,139.8515213,福島県,会津若松市,北会津町出尻
9650136,37.4939227,139.8645256,福島県,会津若松市,北会津町今和泉
9696008,37.4761314,139.8637714,福島県,会津若松市,北会津町大島
9696182,37.4789889,139.8763324,福島県,会津若松市,北会津町柏原
9696012,37.464817,139.8747525,福島県,会津若松市,北会津町金屋
9650121,37.5049876,139.8792319,福島県,会津若松市,北会津町蟹川
9696183,37.464759,139.8967764,福島県,会津若松市,北会津町上米塚
9696007,37.4698834,139.869197,福島県,会津若松市,北会津町北後庵
9696189,37.46662860000001,139.8847462,福島県,会津若松市,北会津町小松
9650126,37.49676609999999,139.856268,福島県,会津若松市,北会津町鷺林
9696184,37.5034611,139.8851866,福島県,会津若松市,北会津町三本松
9650111,37.5056748,139.8670579,福島県,会津若松市,北会津町下荒井
9696013,37.4590511,139.8716624,福島県,会津若松市,北会津町下野
9696185,37.4856646,139.8844238,福島県,会津若松市,北会津町下米塚
9650128,37.5021783,139.8446191,福島県,会津若松市,北会津町十二所
9696006,37.4701307,139.8753449,福島県,会津若松市,北会津町新在家
9650115,37.5164117,139.8559989,福島県,会津若松市,北会津町舘
9650117,37.5221888,139.8590914,福島県,会津若松市,北会津町田村山
9650135,37.48690089999999,139.8625201,福島県,会津若松市,北会津町寺堀
9696001,37.4837672,139.854825,福島県,会津若松市,北会津町天満
9650131,37.4909413,139.8752159,福島県,会津若松市,北会津町中荒井
9650110,37.5139519,139.867979,福島県,会津若松市,北会津町中里
9696003,37.4819007,139.8668619,福島県,会津若松市,北会津町西麻生
9696011,37.4653657,139.8650222,福島県,会津若松市,北会津町西後庵
9650112,37.5107686,139.8663995,福島県,会津若松市,北会津町白山
9650134,37.4833984,139.8719263,福島県,会津若松市,北会津町東麻生
9696188,37.4710767,139.8901393,福島県,会津若松市,北会津町東小松
9650133,37.4965065,139.8819603,福島県,会津若松市,北会津町二日町
9696004,37.4729044,139.8683092,福島県,会津若松市,北会津町古麻生
9696186,37.4755842,139.8918676,福島県,会津若松市,北会津町古館
9650132,37.49572,139.87483,福島県,会津若松市,北会津町ほたるの森
9650129,37.5042694,139.8497509,福島県,会津若松市,北会津町本田
9696005,37.4732205,139.873241,福島県,会津若松市,北会津町松野
9650101,37.5210484,139.8687688,福島県,会津若松市,北会津町真宮
9696015,37.4771394,139.8932658,福島県,会津若松市,北会津町水季の里
9650114,37.5137289,139.8507999,福島県,会津若松市,北会津町宮ノ下
9650127,37.4968589,139.8440299,福島県,会津若松市,北会津町宮袋新田
9650124,37.489812,139.8530467,福島県,会津若松市,北会津町宮袋
9696180,37.47503280000001,139.8832366,福島県,会津若松市,北会津町両堂
9650824,37.4796661,139.9376232,福島県,会津若松市,北青木
9650015,37.512339,139.9486641,福島県,会津若松市,北滝沢
9650033,37.4975285,139.9371905,福島県,会津若松市,行仁町
9650812,37.4932863,139.9489582,福島県,会津若松市,慶山
9650823,37.48254970000001,139.9391731,福島県,会津若松市,建福寺前
9650082,37.5255166,139.8950041,福島県,会津若松市,神指町榎木檀
9650068,37.5044562,139.8938728,福島県,会津若松市,神指町小見
9650083,37.517217,139.8891739,福島県,会津若松市,神指町上神指
9650062,37.5236337,139.8862145,福島県,会津若松市,神指町北四合
9650064,37.5091734,139.9103274,福島県,会津若松市,神指町黒川
9650067,37.5276164,139.884208,福島県,会津若松市,神指町下神指
9650061,37.5407508,139.8783185,福島県,会津若松市,神指町高久
9650063,37.5146642,139.8974657,福島県,会津若松市,神指町高瀬
9650087,37.5165956,139.9001326,福島県,会津若松市,神指町高瀬新田
9650069,37.504111,139.8999592,福島県,会津若松市,神指町天満
9650065,37.50756940000001,139.8966714,福島県,会津若松市,神指町中四合
9650081,37.5029288,139.8998268,福島県,会津若松市,神指町西城戸
9650085,37.5090623,139.8913254,福島県,会津若松市,神指町如来堂
9650080,37.5062522,139.909387,福島県,会津若松市,神指町橋本
9650089,37.5087899,139.906609,福島県,会津若松市,神指町東城戸
9650084,37.5215489,139.8914964,福島県,会津若松市,神指町東神指
9650086,37.5113582,139.8928073,福島県,会津若松市,神指町本丸
9650859,37.4947611,139.9298123,福島県,会津若松市,神指町幕内
9650858,37.4945665,139.8952159,福島県,会津若松市,神指町南四合
9650066,37.53019949999999,139.8832707,福島県,会津若松市,神指町横沼
9650073,37.5420197,139.9189201,福島県,会津若松市,高野町上沼
9650077,37.5283049,139.9087985,福島県,会津若松市,高野町上高野
9650071,37.5438276,139.9080885,福島県,会津若松市,高野町木流
9650079,37.5401994,139.8880652,福島県,会津若松市,高野町界沢
9650076,37.5327604,139.9142017,福島県,会津若松市,高野町中沼
9650075,37.527786,139.9283506,福島県,会津若松市,高野町中前田
9650072,37.5434809,139.9141801,福島県,会津若松市,高野町橋本木流
9650074,37.5386079,139.9160846,福島県,会津若松市,高野町平塚
9650078,37.5371415,139.8999829,福島県,会津若松市,高野町柳川
9650023,37.5046207,139.9379911,福島県,会津若松市,蚕養町
9650853,37.4859182,139.9113908,福島県,会津若松市,材木町
9650871,37.4961035,139.930906,福島県,会津若松市,栄町
9650854,37.4805328,139.9120104,福島県,会津若松市,桜町
9650047,37.5013159,139.9125077,福島県,会津若松市,五月町
9650864,37.4844597,139.9161248,福島県,会津若松市,城西町
9650807,37.4874841,139.9360569,福島県,会津若松市,城東町
9650809,37.4855035,139.9290989,福島県,会津若松市,城南町
9650043,37.5035776,139.9250114,福島県,会津若松市,城北町
9650038,37.5039429,139.9342397,福島県,会津若松市,昭和町
9650803,37.490438,139.9363902,福島県,会津若松市,城前
9650866,37.4922092,139.9157713,福島県,会津若松市,新横町
9650817,37.4948863,139.9417911,福島県,会津若松市,千石町
9650835,37.4804998,139.9230256,福島県,会津若松市,館馬町
9650060,37.5444707,139.8772019,福島県,会津若松市,高久工業団地
9650836,37.4813331,139.9188342,福島県,会津若松市,館脇町
9650806,37.4877965,139.9409901,福島県,会津若松市,宝町
9650037,37.5060812,139.933256,福島県,会津若松市,中央
9650855,37.4873764,139.9066565,福島県,会津若松市,住吉町
9650022,37.504342,139.9428595,福島県,会津若松市,滝沢町
9650847,37.4809157,139.9157265,福島県,会津若松市,対馬館町
9650013,37.5175906,139.9504836,福島県,会津若松市,堤町
9650011,37.5226008,139.9461487,福島県,会津若松市,鶴賀町
9650832,37.4816467,139.9341738,福島県,会津若松市,天神町
9650805,37.4880388,139.94714,福島県,会津若松市,天寧寺町
9650016,37.5104956,139.9496806,福島県,会津若松市,中島町
9650878,37.4963814,139.9260383,福島県,会津若松市,中町
9650044,37.5007265,139.922853,福島県,会津若松市,七日町
9650837,37.48286239999999,139.9232916,福島県,会津若松市,錦町
9650877,37.4940178,139.9257721,福島県,会津若松市,西栄町
9650045,37.5040286,139.9170998,福島県,会津若松市,西七日町
9650830,37.4781374,139.9227597,福島県,会津若松市,西年貢
9650861,37.49672839999999,139.9199535,福島県,会津若松市,日新町
9650048,37.5043058,139.912231,福島県,会津若松市,橋本
9650027,37.4990577,139.94165,福島県,会津若松市,花畑東
9650804,37.4906807,139.9425405,福島県,会津若松市,花春町
9650822,37.4847732,139.941873,福島県,会津若松市,花見ケ丘
9650036,37.501909,139.9333979,福島県,会津若松市,馬場本町
9650035,37.4984325,139.931781,福島県,会津若松市,馬場町
9650872,37.4937399,139.9306395,福島県,会津若松市,東栄町
9650818,37.4976318,139.9457756,福島県,会津若松市,東千石
9650839,37.474907,139.9272927,福島県,会津若松市,東年貢
9650813,37.4885921,139.9582232,福島県,会津若松市,東山町石山
9650815,37.3941073,140.0084998,福島県,会津若松市,東山町湯川
9650814,37.4691345,139.9658095,福島県,会津若松市,東山町湯本
9650008,37.5006564,139.9448928,福島県,会津若松市,桧町
9650024,37.5077154,139.9358904,福島県,会津若松市,白虎町
9650852,37.4898967,139.9093884,福島県,会津若松市,日吉町
9650838,37.47719980000001,139.9287753,福島県,会津若松市,古川町
9650026,37.5014216,139.9419171,福島県,会津若松市,平安町
9650862,37.4937739,139.9196212,福島県,会津若松市,本町
9650856,37.4903996,139.9057711,福島県,会津若松市,幕内東町
9650054,37.5092279,139.9250351,福島県,会津若松市,町北町石堂
9650053,37.5153664,139.9269516,福島県,会津若松市,町北町上荒久田
9650058,37.5177973,139.9051688,福島県,会津若松市,町北町中沢
9650088,37.5134316,139.903454,福島県,会津若松市,町北町中沢西
9650052,37.5239235,139.9230134,福島県,会津若松市,町北町始
9650057,37.5111917,139.9166799,福島県,会津若松市,町北町藤室
9650051,37.5204538,139.9316604,福島県,会津若松市,町北町谷地
9650102,37.5268946,139.8706452,福島県,会津若松市,真宮新町北
9650103,37.5176789,139.8757462,福島県,会津若松市,真宮新町南
9650867,37.4947113,139.9136031,福島県,会津若松市,緑町
9650201,37.4955179,140.0030969,福島県,会津若松市,湊町赤井
9650202,37.4713284,140.0101224,福島県,会津若松市,湊町共和
9650203,37.4630497,140.0341669,福島県,会津若松市,湊町静潟
9650204,37.4457329,140.0136323,福島県,会津若松市,湊町原
9650205,37.4311725,140.0444369,福島県,会津若松市,湊町平潟
9650816,37.4923835,139.9439576,福島県,会津若松市,南千石町
9650874,37.4847038,139.9222744,福島県,会津若松市,南花畑
9650808,37.4843221,139.9289657,福島県,会津若松市,南町
9650801,37.4939831,139.9367903,福島県,会津若松市,宮町
9650833,37.479041,139.9277585,福島県,会津若松市,明和町
9650844,37.4577508,139.9155708,福島県,会津若松市,門田町一ノ堰
9650828,37.4327657,139.9372225,福島県,会津若松市,門田町面川
9650826,37.4610847,139.9404208,福島県,会津若松市,門田町御山
9650825,37.4576086,139.9596064,福島県,会津若松市,門田町黒岩
9650827,37.449421,139.9366565,福島県,会津若松市,門田町堤沢
9650843,37.4683762,139.9167652,福島県,会津若松市,門田町徳久
9650842,37.4698703,139.9218293,福島県,会津若松市,門田町中野
9650846,37.4749727,139.9052652,福島県,会津若松市,門田町飯寺
9650834,37.4714682,139.9250692,福島県,会津若松市,門田町年貢町
9650841,37.477372,139.9153282,福島県,会津若松市,門田町日吉
9650845,37.4639302,139.91137,福島県,会津若松市,門田町工業団地
9650009,37.5030205,139.9451601,福島県,会津若松市,八角町
9650857,37.4946048,139.905018,福島県,会津若松市,柳原町
9650876,37.4911329,139.9242226,福島県,会津若松市,山鹿町
9650021,37.508028,139.940826,福島県,会津若松市,山見町
9650863,37.4890471,139.9190896,福島県,会津若松市,湯川町
9650821,37.4863014,139.9463313,福島県,会津若松市,湯川南
9650046,37.4999606,139.9154177,福島県,会津若松市,八日町
9650875,37.4869974,139.923757,福島県,会津若松市,米代
9650811,37.4991954,139.9496269,福島県,会津若松市,和田
